Username (not for points),copy_constructor.cpp,default_constructor.cpp,empty.cpp,my_is_sorted.cpp,my_sort.cpp,operator_eq.cpp,parameterized_constructor.cpp,pop.cpp,push.cpp,size.cpp,top.cpp,Bytes definitely lost (memory leak) (0 is perfect),Runtime across many runs (lower better)
jmr3by,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,0,0.007408374079896021
